STATIONS_ID;MESS_DATUM;QN_8;V_N_I; V_N;eor
       2928;2019060800;    3;   I;   8;eor
       2928;2019060801;    3;   I;   8;eor
       2928;2019060802;    3;   I;   8;eor
       2928;2019060803;    3;   I;   8;eor
       2928;2019060804;    3;   I;   7;eor
       2928;2019060805;    3;   I;   8;eor
       2928;2019060806;    3;   I;   8;eor
       2928;2019060807;    3;   I;   8;eor
       2928;2019060808;    3;   I;   7;eor
       2928;2019060809;    3;   I;   8;eor
       2928;2019060810;    3;   I;   8;eor
       2928;2019060811;    3;   I;   8;eor
       2928;2019060812;    3;   I;   0;eor
       2928;2019060813;    3;   I;   2;eor
       2928;2019060814;    3;   I;   2;eor
       2928;2019060815;    3;   I;   0;eor
       2928;2019060816;    3;   I;   2;eor
       2928;2019060817;    3;   I;   1;eor
       2928;2019060818;    3;   I;   0;eor
       2928;2019060819;    3;   I;   0;eor
       2928;2019060820;    3;   I;   0;eor
       2928;2019060821;    3;   I;   0;eor
       2928;2019060822;    3;   I;   2;eor
       2928;2019060823;    3;   I;   0;eor
       2928;2019060900;    3;   I;   4;eor
       2928;2019060901;    3;   I;   8;eor
       2928;2019060902;    3;   I;   8;eor
       2928;2019060903;    3;   I;   8;eor
       2928;2019060904;    3;   I;   8;eor
       2928;2019060905;    3;   I;   7;eor
       2928;2019060906;    3;   I;   8;eor
       2928;2019060907;    3;   I;   7;eor
       2928;2019060908;    3;   I;   5;eor
       2928;2019060909;    3;   I;   8;eor
       2928;2019060910;    3;   I;   3;eor
       2928;2019060911;    3;   I;   3;eor
       2928;2019060912;    3;   I;   4;eor
       2928;2019060913;    3;   I;   7;eor
       2928;2019060914;    3;   I;   8;eor
       2928;2019060915;    3;   I;   8;eor
       2928;2019060916;    3;   I;   8;eor
       2928;2019060917;    3;   I;   8;eor
       2928;2019060918;    3;   I;   8;eor
       2928;2019060919;    3;   I;   7;eor
       2928;2019060920;    3;   I;   8;eor
       2928;2019060921;    3;   I;   7;eor
       2928;2019060922;    3;   I;   7;eor
       2928;2019060923;    3;   I;   8;eor
       2928;2019061000;    3;   I;   8;eor
       2928;2019061001;    3;   I;   8;eor
       2928;2019061002;    3;   I;   7;eor
       2928;2019061003;    3;   I;   8;eor
       2928;2019061004;    3;   I;   8;eor
       2928;2019061005;    3;   I;   8;eor
       2928;2019061006;    3;   I;   8;eor
       2928;2019061007;    3;   I;   8;eor
       2928;2019061008;    3;   I;   8;eor
       2928;2019061009;    3;   I;   8;eor
       2928;2019061010;    3;   I;   8;eor
       2928;2019061011;    3;   I;   8;eor
       2928;2019061012;    3;   I;   8;eor
       2928;2019061013;    3;   I;   8;eor
       2928;2019061014;    3;   I;   8;eor
       2928;2019061015;    3;   I;   7;eor
       2928;2019061016;    3;   I;   6;eor
       2928;2019061017;    3;   I;   5;eor
       2928;2019061018;    3;   I;   8;eor
       2928;2019061019;    3;   I;   8;eor
       2928;2019061020;    3;   I;   8;eor
       2928;2019061021;    3;   I;   8;eor
       2928;2019061022;    3;   I;   8;eor
       2928;2019061023;    3;   I;   8;eor
       2928;2019061100;    3;   I;   8;eor
       2928;2019061101;    3;   I;   8;eor
       2928;2019061102;    3;   I;   8;eor
       2928;2019061103;    3;   I;   0;eor
       2928;2019061104;    3;   I;   3;eor
       2928;2019061105;    3;   I;   3;eor
       2928;2019061106;    3;   I;   7;eor
       2928;2019061107;    3;   I;   7;eor
       2928;2019061108;    3;   I;   6;eor
       2928;2019061109;    3;   I;   8;eor
       2928;2019061110;    3;   I;   2;eor
       2928;2019061111;    3;   I;   4;eor
       2928;2019061112;    3;   I;   7;eor
       2928;2019061113;    3;   I;   3;eor
       2928;2019061114;    3;   I;   0;eor
       2928;2019061115;    3;   I;   0;eor
       2928;2019061116;    3;   I;   6;eor
       2928;2019061117;    3;   I;   3;eor
       2928;2019061118;    3;   I;   7;eor
       2928;2019061119;    3;   I;   7;eor
       2928;2019061120;    3;   I;   8;eor
       2928;2019061121;    3;   I;   7;eor
       2928;2019061122;    3;   I;   8;eor
       2928;2019061123;    3;   I;   6;eor
       2928;2019061200;    3;   I;   8;eor
       2928;2019061201;    3;   I;   7;eor
       2928;2019061202;    3;   I;   8;eor
       2928;2019061203;    3;   I;   8;eor
       2928;2019061204;    3;   I;   8;eor
       2928;2019061205;    3;   I;   8;eor
       2928;2019061206;    3;   I;   7;eor
       2928;2019061207;    3;   I;   7;eor
       2928;2019061208;    3;   I;   2;eor
       2928;2019061209;    3;   I;   0;eor
       2928;2019061210;    3;   I;   1;eor
       2928;2019061211;    3;   I;   0;eor
       2928;2019061212;    3;   I;   1;eor
       2928;2019061213;    3;   I;   0;eor
       2928;2019061214;    3;   I;   8;eor
       2928;2019061215;    3;   I;   8;eor
       2928;2019061216;    3;   I;   8;eor
       2928;2019061217;    3;   I;   8;eor
       2928;2019061218;    3;   I;   7;eor
       2928;2019061219;    3;   I;   8;eor
       2928;2019061220;    3;   I;   8;eor
       2928;2019061221;    3;   I;   8;eor
       2928;2019061222;    3;   I;   8;eor
       2928;2019061223;    3;   I;   8;eor
       2928;2019061300;    3;   I;   7;eor
       2928;2019061301;    3;   I;   8;eor
       2928;2019061302;    3;   I;   7;eor
       2928;2019061303;    3;   I;   8;eor
       2928;2019061304;    3;   I;   7;eor
       2928;2019061305;    3;   I;   8;eor
       2928;2019061306;    3;   I;   7;eor
       2928;2019061307;    3;   I;   8;eor
       2928;2019061308;    3;   I;   0;eor
       2928;2019061309;    3;   I;   0;eor
       2928;2019061310;    3;   I;   0;eor
       2928;2019061311;    3;   I;   0;eor
       2928;2019061312;    3;   I;   7;eor
       2928;2019061313;    3;   I;   3;eor
       2928;2019061314;    3;   I;   5;eor
       2928;2019061315;    3;   I;   5;eor
       2928;2019061316;    3;   I;   0;eor
       2928;2019061317;    3;   I;   0;eor
       2928;2019061318;    3;   I;   0;eor
       2928;2019061319;    3;   I;   0;eor
       2928;2019061320;    3;   I;   0;eor
       2928;2019061321;    3;   I;   3;eor
       2928;2019061322;    3;   I;   0;eor
       2928;2019061323;    3;   I;   0;eor
       2928;2019061400;    3;   I;   0;eor
       2928;2019061401;    3;   I;   0;eor
       2928;2019061402;    3;   I;   0;eor
       2928;2019061403;    3;   I;   0;eor
       2928;2019061404;    3;   I;   0;eor
       2928;2019061405;    3;   I;   0;eor
       2928;2019061406;    3;   I;   0;eor
       2928;2019061407;    3;   I;   0;eor
       2928;2019061408;    3;   I;   0;eor
       2928;2019061409;    3;   I;   0;eor
       2928;2019061410;    3;   I;   8;eor
       2928;2019061411;    3;   I;   2;eor
       2928;2019061412;    3;   I;   6;eor
       2928;2019061413;    3;   I;   8;eor
       2928;2019061414;    3;   I;   8;eor
       2928;2019061415;    3;   I;   8;eor
       2928;2019061416;    3;   I;   8;eor
       2928;2019061417;    3;   I;   8;eor
       2928;2019061418;    3;   I;   8;eor
       2928;2019061419;    3;   I;   8;eor
       2928;2019061420;    3;   I;   8;eor
       2928;2019061421;    3;   I;   8;eor
       2928;2019061422;    3;   I;   8;eor
       2928;2019061423;    3;   I;   8;eor
       2928;2019061500;    3;   I;   8;eor
       2928;2019061501;    3;   I;   8;eor
       2928;2019061502;    3;   I;   8;eor
       2928;2019061503;    3;   I;   8;eor
       2928;2019061504;    3;   I;   8;eor
       2928;2019061505;    3;   I;   7;eor
       2928;2019061506;    3;   I;   8;eor
       2928;2019061507;    3;   I;   8;eor
       2928;2019061508;    3;   I;   5;eor
       2928;2019061509;    3;   I;   4;eor
       2928;2019061510;    3;   I;   6;eor
       2928;2019061511;    3;   I;   0;eor
       2928;2019061512;    3;   I;   6;eor
       2928;2019061513;    3;   I;   6;eor
       2928;2019061514;    3;   I;   0;eor
       2928;2019061515;    3;   I;   5;eor
       2928;2019061516;    3;   I;   1;eor
       2928;2019061517;    3;   I;   0;eor
       2928;2019061518;    3;   I;   4;eor
       2928;2019061519;    3;   I;   4;eor
       2928;2019061520;    3;   I;   8;eor
       2928;2019061708;    3;   I;   0;eor
       2928;2019061709;    3;   I;   0;eor
       2928;2019061710;    3;   I;   1;eor
       2928;2019061711;    3;   I;   0;eor
       2928;2019061712;    3;   I;   3;eor
       2928;2019061713;    3;   I;   1;eor
       2928;2019061714;    3;   I;   0;eor
       2928;2019061715;    3;   I;   0;eor
       2928;2019061716;    3;   I;   0;eor
       2928;2019061717;    3;   I;   0;eor
       2928;2019061718;    3;   I;   0;eor
       2928;2019061719;    3;   I;   0;eor
       2928;2019061720;    3;   I;   0;eor
       2928;2019061721;    3;   I;   0;eor
       2928;2019061722;    3;   I;   0;eor
       2928;2019061723;    3;   I;   0;eor
       2928;2019061800;    3;   I;   0;eor
       2928;2019061801;    3;   I;   0;eor
       2928;2019061802;    3;   I;   0;eor
       2928;2019061803;    3;   I;   0;eor
       2928;2019061804;    3;   I;   0;eor
       2928;2019061805;    3;   I;   0;eor
       2928;2019061806;    3;   I;   0;eor
       2928;2019061807;    3;   I;   0;eor
       2928;2019061808;    3;   I;   1;eor
       2928;2019061809;    3;   I;   2;eor
       2928;2019061810;    3;   I;   4;eor
       2928;2019061811;    3;   I;   2;eor
       2928;2019061812;    3;   I;   0;eor
       2928;2019061813;    3;   I;   1;eor
       2928;2019061814;    3;   I;   0;eor
       2928;2019061815;    3;   I;   4;eor
       2928;2019061816;    3;   I;   0;eor
       2928;2019061817;    3;   I;   0;eor
       2928;2019061818;    3;   I;   3;eor
       2928;2019061819;    3;   I;   8;eor
       2928;2019061820;    3;   I;   8;eor
       2928;2019061821;    3;   I;   7;eor
       2928;2019061822;    3;   I;   8;eor
       2928;2019061823;    3;   I;   8;eor
       2928;2019061900;    3;   I;   8;eor
       2928;2019061901;    3;   I;   7;eor
       2928;2019061902;    3;   I;   7;eor
       2928;2019061903;    3;   I;   7;eor
       2928;2019061904;    3;   I;   8;eor
       2928;2019061905;    3;   I;   6;eor
       2928;2019061906;    3;   I;   7;eor
       2928;2019061907;    3;   I;   7;eor
       2928;2019061908;    3;   I;   8;eor
       2928;2019061909;    3;   I;   7;eor
       2928;2019061910;    3;   I;   8;eor
       2928;2019061911;    3;   I;   7;eor
       2928;2019061912;    3;   I;   6;eor
       2928;2019061913;    3;   I;   7;eor
       2928;2019061914;    3;   I;   8;eor
       2928;2019061915;    3;   I;   8;eor
       2928;2019061916;    3;   I;   1;eor
       2928;2019061917;    3;   I;   0;eor
       2928;2019061918;    3;   I;   4;eor
       2928;2019061919;    3;   I;   5;eor
       2928;2019061920;    3;   I;   5;eor
       2928;2019061921;    3;   I;   5;eor
       2928;2019061922;    3;   I;   7;eor
       2928;2019061923;    3;   I;   6;eor
       2928;2019062000;    3;   I;   8;eor
       2928;2019062001;    3;   I;   4;eor
       2928;2019062002;    3;   I;   0;eor
       2928;2019062003;    3;   I;   8;eor
       2928;2019062004;    3;   I;   1;eor
       2928;2019062005;    3;   I;   7;eor
       2928;2019062006;    3;   I;   8;eor
       2928;2019062007;    3;   I;   8;eor
       2928;2019062008;    3;   I;   8;eor
       2928;2019062009;    3;   I;   8;eor
       2928;2019062010;    3;   I;   7;eor
       2928;2019062011;    3;   I;   7;eor
       2928;2019062012;    3;   I;   8;eor
       2928;2019062013;    3;   I;   5;eor
       2928;2019062014;    3;   I;   5;eor
       2928;2019062015;    3;   I;   4;eor
       2928;2019062016;    3;   I;   7;eor
       2928;2019062017;    3;   I;   7;eor
       2928;2019062018;    3;   I;   8;eor
       2928;2019062019;    3;   I;   8;eor
       2928;2019062020;    3;   I;   8;eor
       2928;2019062021;    3;   I;   7;eor
       2928;2019062022;    3;   I;   4;eor
       2928;2019062023;    3;   I;   4;eor
       2928;2019062100;    3;   I;   0;eor
       2928;2019062101;    3;   I;   3;eor
       2928;2019062102;    3;   I;   4;eor
       2928;2019062103;    3;   I;   5;eor
       2928;2019062104;    3;   I;   8;eor
       2928;2019062105;    3;   I;   8;eor
       2928;2019062106;    3;   I;   7;eor
       2928;2019062107;    3;   I;   7;eor
       2928;2019062108;    3;   I;   8;eor
       2928;2019062109;    3;   I;   7;eor
       2928;2019062110;    3;   I;   7;eor
       2928;2019062111;    3;   I;   8;eor
       2928;2019062112;    3;   I;   7;eor
       2928;2019062113;    3;   I;   3;eor
       2928;2019062114;    3;   I;   8;eor
       2928;2019062115;    3;   I;   8;eor
       2928;2019062116;    3;   I;   7;eor
       2928;2019062117;    3;   I;   0;eor
       2928;2019062118;    3;   I;   7;eor
       2928;2019062119;    3;   I;   0;eor
       2928;2019062120;    3;   I;   7;eor
       2928;2019062121;    3;   I;   7;eor
       2928;2019062122;    3;   I;   1;eor
       2928;2019062123;    3;   I;   0;eor
       2928;2019062200;    3;   I;   0;eor
       2928;2019062201;    3;   P;   0;eor
       2928;2019062202;    3;   P;   7;eor
       2928;2019062203;    3;   P;   0;eor
       2928;2019062204;    3;   P;   0;eor
       2928;2019062205;    3;   P;   0;eor
       2928;2019062206;    3;   P;   0;eor
       2928;2019062207;    3;   P;   0;eor
       2928;2019062208;    3;   P;   0;eor
       2928;2019062209;    3;   P;   1;eor
       2928;2019062210;    3;   P;   7;eor
       2928;2019062211;    3;   P;   5;eor
       2928;2019062212;    3;   P;   2;eor
       2928;2019062213;    3;   P;   3;eor
       2928;2019062320;    3;   P;   0;eor
       2928;2019062321;    3;   P;   0;eor
       2928;2019062322;    3;   P;   0;eor
       2928;2019062323;    3;   P;   0;eor
       2928;2019062400;    3;   P;   0;eor
       2928;2019062401;    3;   P;   0;eor
       2928;2019062402;    3;   P;   0;eor
       2928;2019062403;    3;   P;   0;eor
       2928;2019062404;    3;   P;   0;eor
       2928;2019062405;    3;   P;   0;eor
       2928;2019062406;    3;   P;   0;eor
       2928;2019062407;    3;   P;   0;eor
       2928;2019062421;    3;   P;   8;eor
       2928;2019062422;    3;   P;   8;eor
       2928;2019062500;    3;   P;   8;eor
       2928;2019062501;    3;   P;   8;eor
       2928;2019062502;    3;   P;   8;eor
       2928;2019062504;    3;   P;   7;eor
       2928;2019062505;    3;   P;   6;eor
       2928;2019062506;    3;   P;   6;eor
       2928;2019062604;    3;   P;   1;eor
       2928;2019062605;    3;   P;   3;eor
       2928;2019062713;    3;   I;   0;eor
       2928;2019062714;    3;   I;   0;eor
       2928;2019062715;    3;   I;   0;eor
       2928;2019062716;    3;   I;   0;eor
       2928;2019062717;    3;   I;   0;eor
       2928;2019062718;    3;   I;   0;eor
       2928;2019062719;    3;   I;   0;eor
       2928;2019062720;    3;   I;   0;eor
       2928;2019062721;    3;   I;   0;eor
       2928;2019062722;    3;   I;   0;eor
       2928;2019062723;    3;   I;   0;eor
       2928;2019062800;    3;   I;   0;eor
       2928;2019062801;    3;   I;   0;eor
       2928;2019062802;    3;   I;   0;eor
       2928;2019062803;    3;   I;   5;eor
       2928;2019062804;    3;   I;   7;eor
       2928;2019062805;    3;   I;   8;eor
       2928;2019062806;    3;   I;   8;eor
       2928;2019062807;    3;   I;   7;eor
       2928;2019062808;    3;   I;   8;eor
       2928;2019062809;    3;   I;   7;eor
       2928;2019062810;    3;   I;   6;eor
       2928;2019062811;    3;   I;   0;eor
       2928;2019062812;    3;   I;   0;eor
       2928;2019062813;    3;   I;   0;eor
       2928;2019062814;    3;   I;   0;eor
       2928;2019062815;    3;   I;   0;eor
       2928;2019062816;    3;   I;   0;eor
       2928;2019062817;    3;   I;   0;eor
       2928;2019062818;    3;   I;   0;eor
       2928;2019062819;    3;   I;   0;eor
       2928;2019062820;    3;   I;   0;eor
       2928;2019062821;    3;   I;   7;eor
       2928;2019062822;    3;   I;   3;eor
       2928;2019062823;    3;   I;   0;eor
       2928;2019062900;    3;   I;   0;eor
       2928;2019062901;    3;   I;   2;eor
       2928;2019062902;    3;   I;   0;eor
       2928;2019062903;    3;   I;   0;eor
       2928;2019062904;    3;   I;   0;eor
       2928;2019062905;    3;   I;   0;eor
       2928;2019062906;    3;   I;   0;eor
       2928;2019062907;    3;   I;   0;eor
       2928;2019062908;    3;   I;   0;eor
       2928;2019062909;    3;   I;   0;eor
       2928;2019062910;    3;   I;   0;eor
       2928;2019062911;    3;   I;   0;eor
       2928;2019062912;    3;   I;   0;eor
       2928;2019062913;    3;   I;   0;eor
       2928;2019062914;    3;   I;   0;eor
       2928;2019062915;    3;   I;   0;eor
       2928;2019062916;    3;   I;   0;eor
       2928;2019062917;    3;   I;   0;eor
       2928;2019062918;    3;   I;   0;eor
       2928;2019062919;    3;   I;   0;eor
       2928;2019062920;    3;   I;   0;eor
       2928;2019062921;    3;   I;   0;eor
       2928;2019062922;    3;   I;   0;eor
       2928;2019062923;    3;   I;   0;eor
       2928;2019063000;    3;   I;   0;eor
       2928;2019063001;    3;   I;   0;eor
       2928;2019063002;    3;   I;   0;eor
       2928;2019063003;    3;   I;   0;eor
       2928;2019063004;    3;   I;   0;eor
       2928;2019063005;    3;   I;   0;eor
       2928;2019063006;    3;   I;   0;eor
       2928;2019063007;    3;   I;   0;eor
       2928;2019063008;    3;   I;   0;eor
       2928;2019063009;    3;   I;   0;eor
       2928;2019063010;    3;   I;   0;eor
       2928;2019063011;    3;   I;   0;eor
       2928;2019063012;    3;   I;   0;eor
       2928;2019063013;    3;   I;   0;eor
       2928;2019063014;    3;   I;   0;eor
       2928;2019063015;    3;   I;   0;eor
       2928;2019063016;    3;   I;   0;eor
       2928;2019063017;    3;   I;   0;eor
       2928;2019063018;    3;   I;   0;eor
       2928;2019063019;    3;   I;   0;eor
       2928;2019063020;    3;   I;   0;eor
       2928;2019063021;    3;   I;   0;eor
       2928;2019063022;    3;   I;   0;eor
       2928;2019063023;    3;   I;   3;eor
       2928;2019070100;    3;   I;   7;eor
       2928;2019070101;    3;   I;   7;eor
       2928;2019070102;    3;   I;   3;eor
       2928;2019070103;    3;   I;   5;eor
       2928;2019070104;    3;   I;   7;eor
       2928;2019070105;    3;   I;   8;eor
       2928;2019070106;    3;   I;   6;eor
       2928;2019070107;    3;   I;   8;eor
       2928;2019070108;    3;   I;   8;eor
       2928;2019070109;    3;   I;   7;eor
       2928;2019070110;    3;   I;   7;eor
       2928;2019070112;    3;   I;   7;eor
       2928;2019070113;    3;   I;   5;eor
       2928;2019070114;    3;   I;   8;eor
       2928;2019070115;    3;   I;   0;eor
       2928;2019070116;    3;   I;   7;eor
       2928;2019070117;    3;   I;   7;eor
       2928;2019070118;    3;   I;   8;eor
       2928;2019070119;    3;   I;   2;eor
       2928;2019070120;    3;   I;   2;eor
       2928;2019070121;    3;   I;   1;eor
       2928;2019070122;    3;   I;   7;eor
       2928;2019070123;    3;   I;   0;eor
       2928;2019070200;    3;   I;   0;eor
       2928;2019070201;    3;   I;   7;eor
       2928;2019070202;    3;   I;   6;eor
       2928;2019070203;    3;   I;   6;eor
       2928;2019070204;    3;   I;   0;eor
       2928;2019070205;    3;   I;   0;eor
       2928;2019070206;    3;   I;   0;eor
       2928;2019070207;    3;   I;   4;eor
       2928;2019070208;    3;   I;   6;eor
       2928;2019070209;    3;   I;   4;eor
       2928;2019070210;    3;   I;   7;eor
       2928;2019070211;    3;   I;   7;eor
       2928;2019070212;    3;   I;   7;eor
       2928;2019070213;    3;   I;   7;eor
       2928;2019070214;    3;   I;   2;eor
       2928;2019070215;    3;   I;   3;eor
       2928;2019070216;    3;   I;   2;eor
       2928;2019070217;    3;   I;   0;eor
       2928;2019070218;    3;   I;   0;eor
       2928;2019070219;    3;   I;   0;eor
       2928;2019070220;    3;   I;   0;eor
       2928;2019070221;    3;   I;   0;eor
       2928;2019070222;    3;   I;   1;eor
       2928;2019070223;    3;   I;   1;eor
       2928;2019070300;    3;   I;   0;eor
       2928;2019070301;    3;   I;   0;eor
       2928;2019070302;    3;   I;   0;eor
       2928;2019070303;    3;   I;   0;eor
       2928;2019070304;    3;   I;   5;eor
       2928;2019070305;    3;   I;   7;eor
       2928;2019070306;    3;   I;   1;eor
       2928;2019070307;    3;   I;   2;eor
       2928;2019070308;    3;   I;   0;eor
       2928;2019070309;    3;   I;   2;eor
       2928;2019070310;    3;   I;   5;eor
       2928;2019070311;    3;   I;   5;eor
       2928;2019070312;    3;   I;   6;eor
       2928;2019070313;    3;   I;   7;eor
       2928;2019070314;    3;   I;   7;eor
       2928;2019070315;    3;   I;   7;eor
       2928;2019070316;    3;   I;   5;eor
       2928;2019070317;    3;   I;   6;eor
       2928;2019070318;    3;   I;   2;eor
       2928;2019070319;    3;   I;   1;eor
       2928;2019070320;    3;   I;   1;eor
       2928;2019070321;    3;   I;   0;eor
       2928;2019070322;    3;   I;   0;eor
       2928;2019070323;    3;   I;   0;eor
       2928;2019070400;    3;   I;   0;eor
       2928;2019070401;    3;   I;   0;eor
       2928;2019070402;    3;   I;   0;eor
       2928;2019070403;    3;   I;   0;eor
       2928;2019070404;    3;   I;   0;eor
       2928;2019070405;    3;   I;   0;eor
       2928;2019070406;    3;   I;   0;eor
       2928;2019070407;    3;   I;   1;eor
       2928;2019070408;    3;   I;   6;eor
       2928;2019070409;    3;   I;   8;eor
       2928;2019070410;    3;   I;   4;eor
       2928;2019070411;    3;   I;   3;eor
       2928;2019070412;    3;   I;   6;eor
       2928;2019070413;    3;   I;   8;eor
       2928;2019070414;    3;   I;   7;eor
       2928;2019070415;    3;   I;   8;eor
       2928;2019070416;    3;   I;   8;eor
       2928;2019070417;    3;   I;   8;eor
       2928;2019070418;    3;   I;   8;eor
       2928;2019070419;    3;   I;   8;eor
       2928;2019070420;    3;   I;   8;eor
       2928;2019070421;    3;   I;   8;eor
       2928;2019070422;    3;   I;   8;eor
       2928;2019070423;    3;   I;   8;eor
       2928;2019070500;    3;   I;   8;eor
       2928;2019070501;    3;   I;   8;eor
       2928;2019070502;    3;   I;   8;eor
       2928;2019070503;    3;   I;   8;eor
       2928;2019070504;    3;   I;   8;eor
       2928;2019070505;    3;   I;   8;eor
       2928;2019070506;    3;   I;   8;eor
       2928;2019070507;    3;   I;   8;eor
       2928;2019070508;    3;   I;   8;eor
       2928;2019070509;    3;   I;   8;eor
       2928;2019070510;    3;   I;   8;eor
       2928;2019070511;    3;   I;   8;eor
       2928;2019070512;    3;   I;   8;eor
       2928;2019070513;    3;   I;   2;eor
       2928;2019070514;    3;   I;   8;eor
       2928;2019070515;    3;   I;   8;eor
       2928;2019070516;    3;   I;   8;eor
       2928;2019070517;    3;   I;   8;eor
       2928;2019070518;    3;   I;   7;eor
       2928;2019070519;    3;   I;   8;eor
       2928;2019070520;    3;   I;   5;eor
       2928;2019070521;    3;   I;   0;eor
       2928;2019070522;    3;   I;   1;eor
       2928;2019070523;    3;   I;   7;eor
       2928;2019070600;    3;   I;   4;eor
       2928;2019070601;    3;   I;   8;eor
       2928;2019070602;    3;   I;   8;eor
       2928;2019070603;    3;   I;   8;eor
       2928;2019070604;    3;   I;   1;eor
       2928;2019070605;    3;   I;   4;eor
       2928;2019070606;    3;   I;   0;eor
       2928;2019070607;    3;   I;   1;eor
       2928;2019070608;    3;   I;   0;eor
       2928;2019070609;    3;   I;   0;eor
       2928;2019070610;    3;   I;   4;eor
       2928;2019070611;    3;   I;   8;eor
       2928;2019070612;    3;   I;   8;eor
       2928;2019070613;    3;   I;   8;eor
       2928;2019070614;    3;   I;   8;eor
       2928;2019070615;    3;   I;   8;eor
       2928;2019070616;    3;   I;   8;eor
       2928;2019070617;    3;   I;   8;eor
       2928;2019070618;    3;   I;   8;eor
       2928;2019070619;    3;   I;   8;eor
       2928;2019070620;    3;   I;   8;eor
       2928;2019070621;    3;   I;   8;eor
       2928;2019070622;    3;   I;   3;eor
       2928;2019070623;    3;   I;   5;eor
       2928;2019070700;    3;   I;   6;eor
       2928;2019070701;    3;   I;   4;eor
       2928;2019070702;    3;   I;   7;eor
       2928;2019070703;    3;   I;   7;eor
       2928;2019070704;    3;   I;   8;eor
       2928;2019070705;    3;   I;   8;eor
       2928;2019070706;    3;   I;   6;eor
       2928;2019070707;    3;   I;   3;eor
       2928;2019070708;    3;   I;   2;eor
       2928;2019070709;    3;   I;   4;eor
       2928;2019070710;    3;   I;   7;eor
       2928;2019070711;    3;   I;   7;eor
       2928;2019070712;    3;   I;   8;eor
       2928;2019070713;    3;   I;   7;eor
       2928;2019070714;    3;   I;   8;eor
       2928;2019070715;    3;   I;   7;eor
       2928;2019070716;    3;   I;   5;eor
       2928;2019070717;    3;   I;   8;eor
       2928;2019070718;    3;   I;   4;eor
       2928;2019070719;    3;   I;   2;eor
       2928;2019070720;    3;   I;   7;eor
       2928;2019070721;    3;   I;   7;eor
       2928;2019070722;    3;   I;   1;eor
       2928;2019070723;    3;   I;   7;eor
       2928;2019070800;    3;   I;   8;eor
       2928;2019070801;    3;   I;   8;eor
       2928;2019070802;    3;   I;   7;eor
       2928;2019070803;    3;   I;   8;eor
       2928;2019070804;    3;   I;   4;eor
       2928;2019070805;    3;   I;   7;eor
       2928;2019070806;    3;   I;   1;eor
       2928;2019070807;    3;   I;   1;eor
       2928;2019070808;    3;   I;   7;eor
       2928;2019070811;    3;   I;   8;eor
       2928;2019070812;    3;-999;   8;eor
       2928;2019070813;    3;   I;   3;eor
       2928;2019070814;    3;   I;   7;eor
       2928;2019070815;    3;   I;   7;eor
       2928;2019070816;    3;   I;   7;eor
       2928;2019070817;    3;   I;   8;eor
       2928;2019070818;    3;   I;   8;eor
       2928;2019070819;    3;   I;   8;eor
       2928;2019070820;    3;   I;   8;eor
       2928;2019070821;    3;   I;   8;eor
       2928;2019070822;    3;   I;   8;eor
       2928;2019070823;    3;   I;   8;eor
       2928;2019070900;    3;   I;   8;eor
       2928;2019070901;    3;   I;   4;eor
       2928;2019070902;    3;   I;   5;eor
       2928;2019070903;    3;   I;   8;eor
       2928;2019070904;    3;   I;   8;eor
       2928;2019070905;    3;   I;   8;eor
       2928;2019070906;    3;   I;   8;eor
       2928;2019070907;    3;   I;   8;eor
       2928;2019070908;    3;   I;   7;eor
       2928;2019070909;    3;   I;   8;eor
       2928;2019070910;    3;   I;   8;eor
       2928;2019070911;    3;   I;   8;eor
       2928;2019070912;    3;   I;   8;eor
       2928;2019070913;    3;   I;   8;eor
       2928;2019070914;    3;   I;   7;eor
       2928;2019070915;    3;   I;   8;eor
       2928;2019070916;    3;   I;   8;eor
       2928;2019070917;    3;   I;   8;eor
       2928;2019070918;    3;   I;   8;eor
       2928;2019070919;    3;   I;   8;eor
       2928;2019070920;    3;   I;   8;eor
       2928;2019070921;    3;   I;   8;eor
       2928;2019070922;    3;   I;   8;eor
       2928;2019070923;    3;   I;   2;eor
       2928;2019071000;    3;   I;   0;eor
       2928;2019071001;    3;   I;   0;eor
       2928;2019071002;    3;   I;   0;eor
       2928;2019071003;    3;   I;   0;eor
       2928;2019071004;    3;   I;   0;eor
       2928;2019071005;    3;   I;   3;eor
       2928;2019071006;    3;   I;   0;eor
       2928;2019071007;    3;   I;   7;eor
       2928;2019071008;    3;   I;   8;eor
       2928;2019071009;    3;   I;   8;eor
       2928;2019071010;    3;   I;   2;eor
       2928;2019071011;    3;   I;   0;eor
       2928;2019071012;    3;   I;   8;eor
       2928;2019071013;    3;   I;   7;eor
       2928;2019071014;    3;   I;   6;eor
       2928;2019071015;    3;   I;   7;eor
       2928;2019071016;    3;   I;   8;eor
       2928;2019071017;    3;   I;   8;eor
       2928;2019071018;    3;   I;   8;eor
       2928;2019071019;    3;   I;   8;eor
       2928;2019071020;    3;   I;   8;eor
       2928;2019071021;    3;   I;   8;eor
       2928;2019071022;    3;   I;   8;eor
       2928;2019071023;    3;   I;   8;eor
       2928;2019071100;    3;   I;   8;eor
       2928;2019071101;    3;   I;   8;eor
       2928;2019071102;    3;   I;   8;eor
       2928;2019071103;    3;   I;   8;eor
       2928;2019071104;    3;   I;   8;eor
       2928;2019071105;    3;   I;   8;eor
       2928;2019071106;    3;   I;   8;eor
